Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Vayn01 sp. 8268675	-0.0472415675944534	1.60057714565579e-14	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Phenylobacterium sp. 3822175	-0.0348788553188963	8.995400460495699e-13	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizomicrobium sp. 8449595	-0.0403653189129959	1.40519728594286e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Reyranella aerosaccus	-0.0583514407035727	1.6209976447608599e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhodanobacter sp. 4200755	0.0686182310716594	1.6209976447608599e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium canariense	-0.0361066620977599	4.65201812220807e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 8449695	-0.0585530191583469	4.65201812220807e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenihabitans minor	0.0604224577114481	4.65201812220807e-12	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 9766005	-0.0790239557140668	7.472992810586129e-11	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829365	0.132930164319498	7.472992810586129e-11	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Vayn01 sp. 8268695	-0.0298350874327831	7.472992810586129e-11	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Trebonia kvetii	-0.045273734623406	9.4686604001124e-11	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizobium sp. 7000325	0.205512029632631	8.77602561860316e-10	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas n.sp903871605	0.0499212376952865	8.77602561860316e-10	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829585	0.0775701800764545	1.3618935291473602e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium cerastii	0.0740832528817298	2.1148061267684804e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 1779635	-0.0284938885831123	2.36598702282679e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 8736105	-0.0271236169811144	2.3757316307071704e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caimxf01 sp. 4378125	-0.0425290045871935	2.8032828148987e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium ottawaense	-0.0439250229443426	5.42673869928728e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Schlegelella a.sp017881025	-0.030526037637957	5.42673869928728e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizomicrobium sp. 3697055	-0.0294115386942364	8.426973067260421e-9	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas sp. 3642285	0.0396511033750462	2.37346272683682e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 4799405	-0.0288565901340252	2.3792977587122e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mucilaginibacter sp. 3915155	-0.0266531183589714	2.51260055224406e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caimxf01 sp. 9510465	-0.0341303505502933	2.70856393947783e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Edaphobacter lichenicola	-0.0710059013901307	3.8587834286267e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 0938305	-0.0251581562336077	6.10120871412531e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium cookii	-0.0327874017275476	6.36435927720734e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Phenylobacterium sp. 4799515	-0.0213758948367751	7.87543640649887e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 8039875	0.17949367628003	8.1708520601457e-8	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella c.sibirica	-0.0431486068185338	3.07960069528904e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium lablabi	-0.0203650300507375	5.08729070593939e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Phenylobacterium sp. 8241625	-0.019951979605062502	6.16515352396464e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhodopila sp. 9765975	-0.020920571449027	7.75294433416734e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium sp. 2863225	-0.030459055661951	8.7480788053129e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Stigonema sp. 3903925	-0.0576081831671839	9.52821798072409e-7	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella c.pectinivorans	-0.027293523495449	1.63810349832111e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
X70 18.sp001899585	-0.025988166683936	2.07660572181966e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Acidisoma sp. 9765865	-0.084868888012775	5.05618756280631e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jabdgh01 sp. 3970275	-0.0215717599550426	5.83443989141615e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 7305715	-0.0186619277847599	7.40158909390082e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Acidisarcina polymorpha	-0.0622881029767489	8.40201697010221e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mesorhizobium loti	-0.0368826467782148	8.40201697010221e-6	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bog 532.sp019240215	-0.031377139150033	1.08622603261098e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Vayn01 sp. 8268415	-0.0168652825168793	1.15431040116284e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizomicrobium sp. 3902075	-0.0146847008443479	1.16062404833248e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium sp. 1673405	-0.0290169311513934	1.52279573410275e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 7881085	-0.0161905033314755	1.65954959974059e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rh al1.sp901457705	0.0490482588912281	1.85216350471641e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Schlegelella a.sp021414305	-0.0300975481849206	2.21901542740678e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caimxf01 sp. 3845345	-0.0421055893883324	2.25635318446845e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 4799445	-0.0126638711646903	2.54061325415177e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjxg01 sp. 3644035	-0.0345781025486817	2.64780077117982e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenicoccus roseus	0.0795588612648484	3.27411682778606e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2702195	0.0254484384964992	5.13690517010939e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caimxf01 sp. 3289985	-0.032070868961867303	5.35559518868976e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Variovorax sp. 0115375	-0.0151153921100602	6.07790355380855e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Actinoplanes durhamensis	-0.0195565369538661	7.1247526351795e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Actinomycetospora endophytica	-0.0177906822871783	8.13453488034637e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjwo01 sp. 3642295	-0.0204082257957734	8.13453488034637e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizobium tumorigenes	0.0198212527235781	8.8924642961968e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 8130145	-0.0198155882908603	9.09219581787915e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 744.sp017882375	-0.0155229839957648	9.59050597109929e-5	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 0103365	-0.0374828669141676	1.0573067321369e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudolabrys sp. 3891395	-0.0130293674663324	1.0573067321369e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bog 1363.sp013821615	-0.0168884551875885	1.1569240893659e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Labilithrix sp. 9637155	-0.0118016710509661	1.3249109662403e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas sp. 2662335	0.0205968348699131	1.4892807349973e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Stigonema ocellatum	-0.0642958115719012	1.600157460683e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 9748335	-0.0120781270993951	1.8465489051396e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caimxf01 sp. 3231945	-0.0324497731749136	2.007944223449e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sordidicola	-0.0535265243396236	2.1892047556129e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella c.rosea	-0.0237830022410869	2.2557778215299e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenicola sp. 3844135	0.0287359238059083	2.6471559800457e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjwt01 sp. 8982885	-0.0219464485266181	2.8039379928611e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizomicrobium sp. 3857685	-0.0102931295856876	2.8795185265206e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Iningainema tapete	-0.0188267797203259	3.3306027203164e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia phytofirmans	-0.0138538980195537	3.8142892346744e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium jicamae	-0.0112998054512391	3.8507624699794e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829385	-0.0852958812502008	4.8287508011179e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas sp. 0241485	0.0295373044642038	4.8697281426766e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhodanobacter sp. 3827735	0.0386685946732848	4.8920674451335e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 5937885	-0.0145430972445377	5.279350999432e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Baekduia woesei	-0.0162946605326205	5.9324687687326e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Tardiphaga sp. 7018905	-0.0132641188066958	6.1848233318033e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 1424345	-0.0138385782853302	7.1131464840708e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caiqpk01 sp. 3873705	-0.0123981694789641	7.1833873109745e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Reyranella sp. 7305915	-0.00899737615024503	7.3379777391721e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 1493005	-0.011332667371568	9.7202396115677e-4	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudonocardia sp. 1899645	-0.0363589559288908	0.00101125760846684	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 8449515	-0.0126844428934864	0.00103805983452947	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Edaphobacter sp. 9765825	-0.0261250269216092	0.00105180845020202	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Actinomycetospora sp. 2933465	-0.0116189798440281	0.00105490792564608	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium sp. 8329535	-0.0151458556251841	0.00175572744297763	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium sp. 0938255	-0.0228651980912114	0.00207581307094579	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium rifense	-0.0125959852607389	0.00224793564490006	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 8449635	-0.0304072167502248	0.00289337409289733	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Uba5172 sp. 9765785	-0.0201130898988048	0.00289337409289733	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium ivorense	-0.0140624390441118	0.00321400556940138	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Glacieibacterium sp. 8982925	-0.0141975530803736	0.00393768550016872	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Edaphobacter aggregans	-0.0100913931583009	0.00394124875672014	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella b.arctica	-0.0132175857884297	0.00430341183552768	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Uba5172 sp. 9351975	-0.0123779441677206	0.00430341183552768	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 9766085	-0.0158551794948579	0.00467703758169438	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bog 532.sp003164955	-0.021799778890727	0.00484316421448308	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Amnibacterium setariae	-0.013608414219716	0.00508044993272215	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jajxyy01 sp. 8449545	-0.00944080363262332	0.0069115055057665	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 504.sp021154785	-0.017386888727591	0.0096518281259001509	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia phenazinium	-0.0175013343703909	0.0096518281259001509	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Gemmata tundricola	-0.0130207859865919	0.00973788215613203	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Luteibacter sp. 8449605	-0.0148897405510135	0.00973788215613203	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Variovorax sp. 9765735	-0.0223438966075428	0.0126794974072457	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Amnibacterium kyonggiense	-0.0134206888895642	0.012829958101809	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 465.sp017882405	-0.0181862878529217	0.0131231201959431	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Catenulispora acidiphila	-0.0115264311270957	0.0131887994621054	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia ginsengisoli	-0.0118126523471007	0.0142163667483951	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia udeis	-0.0132503038095552	0.0153496507535226	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jafeef01 sp. 8241265	-0.00889595160773738	0.0153496507535226	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella c.tundricola	0.0221227958042089	0.0169899839722628	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella a.mallensis	-0.0291420516789289	0.017844233809786	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjwh01 sp. 9765965	-0.0177697543575755	0.021621236497411	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium sp. 6462545	-0.00906758661429986	0.0269090467286168	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rh al1.sp009765775	0.0173608612095305	0.0303277464850989	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
X69 11.sp001898425	-0.00804068851897357	0.0310001821284205	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 465.sp019240115	-0.0117935245593574	0.0310001821284205	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium pachyrhizi	-0.00851190760382332	0.032177853918761	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenihabitans ramalinae	0.020839496967807	0.0336835025506234	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jacdae01 sp. 3695595	-0.0260250668903513	0.0338474179504249	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhodopila globiformis	-0.00921916505291362	0.0352556534400163	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudomonas e.sp903970465	0.0166782853539129	0.0369822755638472	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mucilaginibacter sp. 3408825	-0.0102377254585055	0.0417404766246543	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829545	-0.00799557017855513	0.0463497287647471	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 504.sp003168295	-0.036635394149732	0.0508244807670415	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia mineralivorans	-0.00637678591120136	0.0746660470262764	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Streptacidiphilus sp. 4084125	-0.0111842348828306	0.0843986538859894	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia metrosideri	-0.00959960659792346	0.0913389966937471	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenihabitans sp. 1730615	0.013236887695557	0.0989940516634196	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829515	0.0189792598196402	0.10486584799485	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jatrophihabitans endophyticus	-0.0135254837546624	0.111396919255372	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 504.sp003140115	-0.0249881750482726	0.125686507787492	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 2878925	-0.0132901319626765	0.126105996691468	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia bryophila	-0.0142979604030018	0.126105996691468	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizobacter sp. 1425825	-0.00648039147867635	0.126105996691468	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 7833295	-0.0131952032796563	0.134795882211908	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Puia sp. 3288945	-0.0152904308014647	0.135628322746188	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Novosphingobium sp. 3970225	0.00802122841944645	0.141155393772953	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bog 1198.sp003134045	-0.00682235959748582	0.145230184878457	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc indistinguendum	0.00643601316829983	0.155886634703515	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Terriglobus roseus	-0.0119500850871402	0.17157440889388	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc punctiforme	-0.0295766778986282	0.226956644715167	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 7115095	0.00690272447275581	0.226956644715167	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 3522315	-0.00483496072747298	0.255418869367079	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc foliaceum	0.00716148113381622	0.279489874983624	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium sp. 2043095	-0.00423598830364253	0.280660235545327	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Mycobacterium madagascariense	-0.0152542052491711	0.289260720573172	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjwh01 sp. 3642205	-0.00648700916519345	0.29327062378032	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium septentrionale	-0.00471535644636266	0.307940713588828	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc commune	0.0124875508927254	0.314908103367155	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 504.sp003161205	-0.0291227748157914	0.319444195045102	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Granulicella d.aggregans	-0.00985507455974439	0.326046640570316	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 7115025	0.0094879860826385	0.334991769681992	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lichenicola cladoniae	-0.00585011667512079	0.343143298525955	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Rhizobacter sp. 0142965	-0.00354556968308356	0.345455416507948	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 2246015	-0.0076978425207144	0.346696987762279	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caballeronia sp. 1557535	-0.0188388656096241	0.359556720070315	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia sp. 0996245	-0.0041915039440631	0.372905702166432	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Paraburkholderia aspalathi	-0.00788347876807697	0.428188017834321	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas glacialis	0.00424648122415377	0.527977045494195	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jajzfe01 sp. 4083945	-0.00276030062102709	0.544191997618078	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Methylobacterium sp. 2829635	0.00750615243164144	0.544191997618078	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 2949735	0.0113889469563886	0.560276977355195	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lmuy01 sp. 9765685	-0.0048279888573749	0.5652733555522	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Sphingomonas n.chungangi	-0.00302744094241398	0.596770291752281	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc muscorum	0.0043819981861461	0.678499680577812	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 7114985	-0.00209200314349661	0.678499680577812	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bryocella elongata	0.00193293949585505	0.695740147356014	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Lmds01 sp. 1425865	-0.00285002082342036	0.695740147356014	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 3393905	0.00482174042636674	0.695740147356014	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 7114945	-0.00478445525834431	0.746543631015748	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc mirabile	0.00233337228062552	0.81182180726417	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc flagelliforme	-0.00298058596401217	0.822854771542116	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. eroides	0.00289150121379977	0.822854771542116	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Caioyc01 sp. 3837135	-8.0801298243658e-4	0.864389435604382	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 0829625	-0.00368644132331683	0.864389435604382	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudomonas e.sp003014915	0.00203461439811295	0.864389435604382	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc sp. 7115085	-0.00421671295745118	0.880330719023626	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Nostoc favosum	0.00114326235953958	0.900456390866679	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudomonas e.sp002814235	-0.00119192929089219	0.900456390866679	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Palsa 1515.sp903970385	0.00151535779492904	0.955766560524856	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Cahjxf01 sp. 3644065	-5.88935544027431e-5	0.996063229885903	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Pseudomonas e.fluorescens	-5.9568859893371e-5	0.996063229885903	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Jajych01 sp. 1777685	-0.0558565720831045	4.919236127954e-24	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Vayn01 sp. 1898095	-0.0620230641595364	5.3114205059955094e-18	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Vayn01 sp. 8268575	-0.0589338746223891	4.07173892032937e-16	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium erythrophlei	-0.0756299211107368	1.1886231604946201e-15	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Vayn01 sp. 8268675	-0.048708243607487	3.96838086316869e-15	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium canariense	-0.0373645332743074	1.67538542532505e-13	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizomicrobium sp. 8449595	-0.0420497651333079	5.05306345853927e-13	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Reyranella aerosaccus	-0.0591565780903869	2.22809774657597e-12	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenihabitans minor	0.0626506139038611	6.067583519245199e-12	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhodanobacter sp. 4200755	0.0671971451335079	8.32430361816206e-12	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium cerastii	0.0847749675377291	1.2239049957521198e-11	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 8449695	-0.0578510671510449	1.4334987627748398e-11	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Phenylobacterium sp. 3822175	-0.0338777437348938	3.9110234187340195e-11	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 9766005	-0.0815624760480405	5.1434065077748293e-11	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829365	0.136836408076949	5.7793757889749096e-11	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Vayn01 sp. 8268695	-0.029805544923023	1.23412423113835e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Trebonia kvetii	-0.0460125520895023	1.67870076244032e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829585	0.0818584126814349	2.9846591897008303e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 1779635	-0.0311126813978579	7.82925977345552e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caimxf01 sp. 4378125	-0.0451135101048129	9.78736019762712e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizobium sp. 7000325	0.186308214357827	9.78736019762712e-10	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas n.sp903871605	0.04847072676798	4.90015641272859e-9	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Phenylobacterium sp. 4799515	-0.0239528963697956	5.2081259946367e-9	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Schlegelella a.sp017881025	-0.0324160787574431	6.4822630269548805e-9	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizomicrobium sp. 3697055	-0.0301166760933238	6.7488365053554805e-9	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas sp. 3642285	0.0410687192849218	1.8545258252632e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 4799405	-0.031458310391078	2.08202698705526e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Edaphobacter lichenicola	-0.0730581332552415	2.22326407907682e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caimxf01 sp. 9510465	-0.034724414720048	2.73099518989985e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mucilaginibacter sp. 3915155	-0.0277191781487793	2.73099518989985e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
